"","num_arms","outcome_type","n1","n2","mean1","mean2","sd1","sd2","trteff1","trteff2","MEM_power","MEMr_power","pval_power","MEM_contapprox_power","pval_chisq_power","MEMcutoff","pvalcutoff"
"211",2,"binary",400,400,0.1,0.1,NA,NA,0.1,0.1,0.05,0.05,0.0532,NA,NA,"calibrated",0.05
"212",2,"binary",400,400,0.1,0.1,NA,NA,0.1,0.2,0.483,0.2621,0.2705,NA,NA,"calibrated",0.05
"213",2,"binary",400,400,0.1,0.1,NA,NA,0.1,0.3,0.959,0.6611,0.6705,NA,NA,"calibrated",0.05
"214",2,"binary",400,400,0.1,0.1,NA,NA,0.1,0.4,0.9999,0.9116,0.9156,NA,NA,"calibrated",0.05
"215",2,"binary",400,400,0.1,0.1,NA,NA,0.1,0.5,1,0.986,0.9865,NA,NA,"calibrated",0.05
"216",2,"binary",450,450,0.1,0.1,NA,NA,0.1,0.1,0.05,0.05,0.0473,NA,NA,"calibrated",0.05
"217",2,"binary",450,450,0.1,0.1,NA,NA,0.1,0.2,0.529,0.2997,0.2906,NA,NA,"calibrated",0.05
"218",2,"binary",450,450,0.1,0.1,NA,NA,0.1,0.3,0.9767,0.7338,0.7258,NA,NA,"calibrated",0.05
"219",2,"binary",450,450,0.1,0.1,NA,NA,0.1,0.4,0.9998,0.9481,0.9461,NA,NA,"calibrated",0.05
"220",2,"binary",450,450,0.1,0.1,NA,NA,0.1,0.5,1,0.994,0.9939,NA,NA,"calibrated",0.05
"221",2,"binary",500,500,0.1,0.1,NA,NA,0.1,0.1,0.05,0.05,0.0515,NA,NA,"calibrated",0.05
